title,hash_title,allowed_hashes
Poultry and Weight Gain,e52cb0898ddb,"['5dd09320e812', 'e52cb0898ddb']"
What About Eating Just a Little Meat?,2da17ecbee95,['2da17ecbee95']
Learn More Than 97% of Doctors About Lead-Time Bias,851f52fd33a7,['851f52fd33a7']
Fennel Seeds for a Nitrate Boost,407efff2061c,['407efff2061c']
Eating Garlic and Raisins May Help Prevent Preterm Birth,6f5c0e5b94ad,['6f5c0e5b94ad']
Antioxidant Supplements Increase Mortality,1575ceb2b379,['1575ceb2b379']
"The Effect of Avocados on Small, Dense, LDL Cholesterol",c34a5bcf7c6f,"['eb4b4f0ce362', 'c34a5bcf7c6f']"
Healthier Salt Substitutes,ccea048acace,['ccea048acace']
Plant-Based Workplace Intervention,5fcd29c1c407,['5fcd29c1c407']
Testing Turmeric on Smokers,1c811dc87c10,['1c811dc87c10']
Proof That Lifelong Cholesterol Reduction Prevents Heart Disease,092576136a6b,['092576136a6b']
Red Dye No. 3 and Thyroid Cancer,8478a8283197,['8478a8283197']
Salt Is Put to the Test,38de61ada578,['38de61ada578']
Putting the Benefits of Fasting for Weight Loss to the Test,3d7c17e5ca3a,"['7d84e5d4c517', '3d7c17e5ca3a']"
Raisins vs. Energy Gels for Athletic Performance,e435be8ad8b0,['e435be8ad8b0']
Splenda Side-Effects,b8fe9d379f81,['b8fe9d379f81']
The Vitamin C Cancer Study That Started It All,1904c5f2859e,['1904c5f2859e']
Volume 52 Out Now… And Still Time to Order the Cookbook,1a7ba9add995,['1a7ba9add995']
Breast Cancer Survival and Soy,81ed970bf59f,"['8a52ea674612', '1e5a83882c7a', '81ed970bf59f']"
How Real Is the Rise in Autism Rates?,8aa3201336dd,['8aa3201336dd']
Are Sugar Pills Better Than Antidepressant Drugs?,533ba6c2f80b,['533ba6c2f80b']
How Not to Die from Diabetes,50e054509669,['50e054509669']
Most Women May Experience at Least One False-Positive Mammogram,8415297c4aa1,['8415297c4aa1']
Does Cranberry Juice Work Against Bladder Infections?,1d115fe59ee1,['1d115fe59ee1']
Dr. Greger’s Natural Nausea Remedy Recipe,0e008b8f81e3,['0e008b8f81e3']
How Turmeric Can Help Combat the Effects of Sitting,209591cd78a9,['209591cd78a9']
The Best Diet for Chest Pain,570905aa8be9,['570905aa8be9']
Dr. Greger Takes on Smoothies in New DVD,3f5b42eed8a5,['3f5b42eed8a5']
Comparing Vegans’ Arteries to Runners’,6c2d715df0a2,['6c2d715df0a2']
How to Design a Misleading Study,3e3491321dbf,['3e3491321dbf']
Two Kiwifruit an Hour Before Bedtime,d9b005371050,['d9b005371050']
Does Antioxidant Intake Matter for Cancer?,68e0d0c77737,['68e0d0c77737']
Uric Acid from Meat and Sugar,72e7a3319fff,['72e7a3319fff']
Tea and Fluoride Risk,8af36b546dd3,['8af36b546dd3']
How Exactly Does Type 2 Diabetes Develop?,a8845b1cea0b,['a8845b1cea0b']
How Much Arsenic In Rice Came From Chickens?,98ff783db1be,"['48e0078cdb15', '2946f8f86b01', '98ff783db1be', 'b64d9dbe0b9a', '41e3187b6b71', 'fd74667b107f']"
The Food Industry’s “model of systemic dishonesty”,91931d135383,['91931d135383']
Topical Application of Turmeric Curcumin for Cancer,62d3906ec35c,"['2b03225fc8de', '62d3906ec35c', 'e871a70f0a7f']"
Mozart as Medicine,d91524ae393c,['d91524ae393c']
Dr. Greger’s Daily Dozen Healthiest of Healthy Foods,6bd7ecd1b35c,['6bd7ecd1b35c']
Salmon May Be the Greatest Source of Dietary Pollutants,dc849ba64c06,['dc849ba64c06']
Dr. Greger on Avocados and Lectins,68fc7c62d019,['68fc7c62d019']
Vitamin D Put to the Test for Crohn’s Disease,f2275eddf4a3,['f2275eddf4a3']
Get a 2017 Daily Dozen Recipe Calendar,ff3c0d4317d4,"['ff3c0d4317d4', '330d92b5c0fe']"
Meat Industry Response to Meat Being Labeled Carcinogenic,96251678473b,['96251678473b']
Breast Cancer Stem Cells vs. Broccoli,ac6e3945e36e,['ac6e3945e36e']
Stevia and Monk Fruit vs. Aspartame and Splenda,fb0ad3768e40,['fb0ad3768e40']
How Grapefruit Affects Prescription Drugs,dd47d108a9a1,['dd47d108a9a1']
Who Should be Careful About Curcumin?,6b438e5c8827,['6b438e5c8827']
Toxoplasmosis Prevention,46fd80b89e1b,['46fd80b89e1b']
Are Avocados Associated with Greater Risk or Reduced Risk of Cancer?,a2be921aea41,['a2be921aea41']
"Tap, Filtered, or Bottled Water?",3e9f95e67884,['3e9f95e67884']
The “Optimal Diet” Is Put to the Test,b00bb87db4ec,['b00bb87db4ec']
Are Lectins in Food Good or Bad for You?,55ba89567ec9,['55ba89567ec9']
Hope for Alzheimer’s Patients,92d496f3dd48,['92d496f3dd48']
Are Sprouted Lentils Healthier Than Canned Lentils?,b006ec17f98f,['b006ec17f98f']
What Are the Best Foods for Gingivitis and Halitosis?,f24a7ff8e704,"['8f1a00fe9f20', 'f24a7ff8e704']"
How May Eating Plants Help Prevent Alzheimer’s Disease?,2fcd1e4270f3,['2fcd1e4270f3']
Foods That Affect Testosterone Levels,df1e3183c15c,['df1e3183c15c']
Poultry Paunch: Meat and Weight Gain,5dd09320e812,"['5dd09320e812', 'e52cb0898ddb']"
Foods for Computer Eye Strain,3576dc23a785,['3576dc23a785']
What Should We Eat?,22eb3a93e6ac,['22eb3a93e6ac']
How to Activate Appetite-Suppressing Hormones,c06a1ff9e28f,['c06a1ff9e28f']
Are Dates Good for Colon Health?,28f78f49ff83,['28f78f49ff83']
Dietary Placebo Effects in Autism,d11e23da9a91,['d11e23da9a91']
Microplastics in Seafood and Cancer Risk,ab1c36b0be32,"['ab1c36b0be32', 'fa25cfd5f3bc']"
Diet Can Trump the Alzheimer’s Gene ApoE,c728d210238a,['c728d210238a']
Meat Can Cause Stress Hormone Levels to Rise and Testosterone Levels to Drop,2fca77aa82be,['2fca77aa82be']
The Mediterranean Diet vs. a Completely Plant-Based Diet,3bf15c1dfc61,['3bf15c1dfc61']
Cheese and the Comparison Challenge,04415fb0a27a,['04415fb0a27a']
Trans Fat in Animal Fat,3d84b215ecf5,"['3d84b215ecf5', '11cbf6f7c591']"
Deep Breathing Exercise for Nausea,db88ea989d23,['db88ea989d23']
Children’s Cereals: Candy for Breakfast?,1453cbd509f3,"['4a09bbe49415', '1453cbd509f3']"
How Should I Take Probiotics?,3bba3bef2ab8,['3bba3bef2ab8']
Preserving Male Reproductive Health with Diet,964f8f28644f,['964f8f28644f']
Lead in Seafood and Wild Game,33dadd4c7730,['33dadd4c7730']
The Difference Between Alpha and Beta Receptors Explain Soy’s Benefits,43d4fa21c2dd,['43d4fa21c2dd']
Benefits of Nutritional Yeast to Prevent the Common Cold,b391815a8057,['b391815a8057']
The Benefits of Slow Breathing,2fd53de36c77,['2fd53de36c77']
Eat Beans to Live Longer,9589ad5b52b5,['9589ad5b52b5']
Are Energy Drinks Beneficial?,45cc5b05450c,"['45cc5b05450c', 'bd3fb52c3572']"
"What Not to Add to White Rice, Potatoes, or Pasta",33701cfbe3ed,['33701cfbe3ed']
How to Counteract the Effects of Alcohol,2bbf53ec6646,['2bbf53ec6646']
What’s Driving America’s Obesity Problem?,f9bffdc40c27,['f9bffdc40c27']
Why Would Eating Fish Increase Diabetes Risk?,86cc21eac11c,['86cc21eac11c']
Is Our Sleep Affected by Smartphones?,614648c1783a,['614648c1783a']
Alzheimer’s Disease: Up to Half of Cases Potentially Preventable,0a4ceba60012,['0a4ceba60012']
"Cow’s Milk Casomorphin, Crib Death, and Autism",1b47f48aba3b,['1b47f48aba3b']
Which Vegetables Have the Most Nitrates?,5d3ed1ed8aed,['5d3ed1ed8aed']
Dr. Greger on Alcohol,a07140dfaec5,['a07140dfaec5']
Eating to Lower Lp(a),a4639d27ecac,['a4639d27ecac']
Get Our 2019 Recipe Calendar,330d92b5c0fe,"['ff3c0d4317d4', '330d92b5c0fe']"
How to Lower Your Sodium Intake,d54d4bbe0d9b,"['e72654bded42', 'd54d4bbe0d9b']"
Should We Tax Meat and Dairy Like We Do Cigarettes?,1e9ba9460b6c,['1e9ba9460b6c']
Do Smoothies Cause Overly Rapid Sugar Absorption?,a97e53323ec0,['a97e53323ec0']
"What About Coconuts, Coconut Milk, and Coconut Oil MCTs?",f32ad0b58309,['f32ad0b58309']
Are Food Ads Making Us Obese?,52b375f9e5df,['52b375f9e5df']
Can Eating Soy Prevent Breast Cancer?,1e5a83882c7a,"['8a52ea674612', '1e5a83882c7a', '81ed970bf59f']"
Plants as Intellectual Property: Patently Wrong?,b7ce2f96f930,['b7ce2f96f930']
Citrus to Reduce Muscle Fatigue,f4d769199ae1,['f4d769199ae1']
Benefits of a Half Teaspoon of Brewer’s Yeast Daily,e54f93ad5e97,['e54f93ad5e97']
Dioxins in U.S. Farm-Raised Catfish,a645af6e8908,['a645af6e8908']
Using Lavender to Treat Anxiety,0acab2f6690f,['0acab2f6690f']
Attempts by Big Sugar to Manipulate the Science,e2e178888ce1,['e2e178888ce1']
Health Benefits of Citrus Zest,c6a5a794db4b,['c6a5a794db4b']
How Much Proof Do We Need to Eat Healthier?,d633ec02a9c1,['d633ec02a9c1']
Plant-Based Meat Fact Sheet,fb9379da52f1,['fb9379da52f1']
Vitamin D Supplements for Reducing Cancer Mortality,fec4be37bc2b,['fec4be37bc2b']
Should Carrageenan Be Avoided?,6c1dc2ed5d82,['6c1dc2ed5d82']
Get Your Donations Matched (and COVID-19 Updates),f4ee024bb59f,['f4ee024bb59f']
Aspartame: Fibromyalgia and Preterm Birth,c8a16146d52f,['c8a16146d52f']
Animal Protein and the Cancer Promoter IGF-1,ad577d76a5f0,['ad577d76a5f0']
Why Is Milk Consumption Associated with More Bone Fractures?,ac404609d2b2,['ac404609d2b2']
How Plastics Can Affect Your Love Life,1618b9fff684,['1618b9fff684']
How Much Vitamin C Should You Get Every Day?,1da1041e0775,['1da1041e0775']
How to Survive a Pandemic: Paperback Pre-Order,103bde84a82d,"['7201a4e97844', '103bde84a82d', 'fd3ec2fcd743']"
Should Pregnant Women Avoid Cow’s Milk?,2274451336d4,['2274451336d4']
Best Treatment for Constipation,3ef030c330df,['3ef030c330df']
Why Doctors Are So Drug Happy,ebef41f6ec61,['ebef41f6ec61']
How To Reduce Dietary Antibiotic Intake,609bdb36ab06,['609bdb36ab06']
Is Laetrile (Amygdalin or Vitamin B17) an Effective Alternative Cure for Cancer?,411bce34037e,['411bce34037e']
Is It Safe to Take Weight-Loss Pills?,0f79e24269ea,"['0f79e24269ea', 'c4eae18cac70']"
How Not to Die from Cancer,ba8abf425efb,['ba8abf425efb']
Mad Cow California: Is the Milk Supply Safe?,34b11c00a50d,['34b11c00a50d']
How to Make Your Own CoQ10,7121e21822b5,['7121e21822b5']
What to Take for Menstrual Cramps,5f40982b56fd,['5f40982b56fd']
Dr. Greger Addresses Saturated Fat Confusion in New DVD,7705d1497257,['7705d1497257']
Will the Real Paleo Diet Please Stand Up?,497e629c8539,"['3d9ef3e90e1a', '497e629c8539']"
Foods with Negative Calories,6bdf9604757a,['6bdf9604757a']
How Curry Can Kill Cancer Cells,9e1315458e49,['9e1315458e49']
The Dangers of Talcum Powder,ac16981a1c7d,['ac16981a1c7d']
Pomegranates Put to the Test for Prostate Cancer,f57c7e419231,['f57c7e419231']
Mastering Culinary Spices with Nisha Vora,4812f54ac4ff,['4812f54ac4ff']
Aloe Is Put to the Test Against Cancer,b1a201d6c2cd,['b1a201d6c2cd']
What Is Actually in Chicken Nuggets?,5826dde67df0,['5826dde67df0']
Do Avocados Help Lower Cholesterol?,eb4b4f0ce362,"['eb4b4f0ce362', 'c34a5bcf7c6f']"
Diet vs. Exercise: What’s More Important?,94356c9e59e3,['94356c9e59e3']
The Best Food for Slowing Your Resting Heart Rate,5bc862cd5aa6,['5bc862cd5aa6']
Preventing and Treating Kidney Failure with Diet,e98fad9ac499,"['833b815715c9', 'e98fad9ac499']"
Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,8272b04f4946,['8272b04f4946']
How Foods Are Tested for Depression,ba83286d19c0,['ba83286d19c0']
Kiwifruit for Irritable Bowel Syndrome,cd897cfe08ba,['cd897cfe08ba']
Breakfast Cereals and Tooth Decay,35cebeba9c49,['35cebeba9c49']
Should We Take Any Responsibility for the Obesity Epidemic?,53ac20437e59,['53ac20437e59']
Treating the Root Cause of Acid Reflux,efe6b1213d1f,['efe6b1213d1f']
Is Dietary Cholesterol in a Relationship with Cancer?,37868c842d3a,['37868c842d3a']
Support NutritionFacts.org,c89e7548dbe2,"['c89e7548dbe2', '6cce7fe2acc0', '8f0d5425e5f0']"
Who’s Right in the Salt Debate?,da24aaac2a85,['da24aaac2a85']
Marijuana and Schizophrenia?,a8897ad6b5ab,['a8897ad6b5ab']
Dealing with Air Travel Radiation Exposure,4db6f332343d,['4db6f332343d']
Boosting Antiviral Immune Function with Green Tea,1620915a3992,['1620915a3992']
Are Provoked Urine Challenge Tests for Heavy Metals a Scam?,bc5860933872,['bc5860933872']
Chicken Salmonella Outbreaks Show Food Safety Systems Failure,a4d8a6079457,['a4d8a6079457']
Natural Treatment for Cluster Headaches,46466a38c7da,['46466a38c7da']
Should You Get an Annual Health Check-Up?,267d1f24dd8b,['267d1f24dd8b']
We Can End the Heart Disease Epidemic,f60c199913b9,['f60c199913b9']
A Simple Yet Neglected Cure for Childhood Constipation,0e4a2704b1b6,['0e4a2704b1b6']
How Many Minutes of Daily Meditation to Combat Stress?,a359ab20da28,['a359ab20da28']
"Add Beans, Berries, and Greens to More Meals",af665f8fe072,['af665f8fe072']
Blueberries to Benefit Mood and Mobility,94c6f7e172e8,['94c6f7e172e8']
Why Pregnant Women Should Avoid Tuna,7c217cb2806d,['7c217cb2806d']
The Natural Human Diet,8f3d79c8d349,['8f3d79c8d349']
How to Prevent Heart Disease,5f26d25a5996,"['002cfdd77d92', '5f26d25a5996']"
Does Caramel Color Cause Cancer?,33796cb1c2e3,"['c9467145a24e', '33796cb1c2e3']"
Why Some Like Cilantro and Others Hate It,3a7c6aced6c8,['3a7c6aced6c8']
How Avoiding Chicken Could Prevent Bladder Infections,ae4cbc3eae09,['ae4cbc3eae09']
Fat Is the Cause of Type 2 Diabetes,0d64b5d99207,['0d64b5d99207']
Sources of Oxidized Cholesterol,1e1d6c8e8c10,['1e1d6c8e8c10']
How to Treat ADHD Without Drugs,27ad2ee5669e,['27ad2ee5669e']
Stool Size and Breast Cancer Risk,9930e415a502,['9930e415a502']
Colon Cancer Prevention: Is It the Fiber or the Phytates?,5c1fa80fb27a,['5c1fa80fb27a']
What Is the Best Way to Cook Vegetables?,603853fe5784,['603853fe5784']
Preloading with Watercress Before Exercise,87e2acd0ac64,['87e2acd0ac64']
How to Cook Broccoli,c13466a3ff1c,['c13466a3ff1c']
The Vitamin Everyone on a Plant-Based Diet Needs,df8756fa10be,['df8756fa10be']
Do Casomorphins from Cow’s Milk Contribute to Autism?,9771b98e663d,['9771b98e663d']
New Audio Podcast Launches Today,6f73f3eb99d9,['6f73f3eb99d9']
Açaí vs. Wild Blueberries for Artery Function,cd566e54189c,"['76b5d608f27a', 'cd566e54189c']"
Aluminum Levels in Tea,3f0a5d4645b5,['3f0a5d4645b5']
Check Out Our Spring Fundraiser Gear,22718c1ec304,['22718c1ec304']
Fighting Inflammation and Treating Osteoarthritis with Berries,e817f2bd0293,['e817f2bd0293']
The Anti-Wrinkle Diet,45439946d489,['45439946d489']
Can Soy Prevent and Treat Prostate Cancer?,13ffc282ec43,['13ffc282ec43']
Why You Don’t Want “Normal” Blood Lead Levels,e417249e7542,['e417249e7542']
Mushrooms and Immunity,dbe42f262f85,['dbe42f262f85']
Does Chocolate Cause Acne?,0bc96fbf849f,"['0bc96fbf849f', 'e7c6c60dfe48']"
How to Treat Multiple Sclerosis with Diet,e76fc5ff199e,"['e76fc5ff199e', '5d1f728c4636']"
Reversing Massive Obesity with Diet,322d7be334fd,['322d7be334fd']
A Randomized Controlled Dietary Trial for Autism,c586df0ff493,['c586df0ff493']
Flax and Breast Cancer Prevention,6f13b824106e,"['bc543889207d', '0dafa09604ca', 'db25d6775819', '1c0b4de67296', '6f13b824106e']"
Coca-Cola Stopped Sponsoring the Academy of Nutrition and Dietetics,0ed23eb3cd66,['0ed23eb3cd66']
Treating Breast Pain with Diet,9c0cdba32c83,['9c0cdba32c83']
The Last Heart Attack: Perfect Timing for the Launch of NutritionFacts.org,94e0c3d2f0d1,['94e0c3d2f0d1']
How to Treat the Root Cause of Diabetes,8b0f8bdf36d7,['8b0f8bdf36d7']
Helpful Foods to Support People with Autism,0bef057d6f79,['0bef057d6f79']
Why Are Eggs Linked to Cancer Progression?,7227eb062094,"['7227eb062094', '9bf4f0a3bd87', '250799dc0c1f']"
Countering Stress-Induced Immune Suppression with Diet,0076dc46a1cb,['0076dc46a1cb']
The Best Diet for Depression,8a1986d8235a,['8a1986d8235a']
Do Cholesterol Statin Drugs Cause Breast Cancer?,99f361cc357b,['99f361cc357b']
"Celebrating Food, Activism, and Black History Month with Dr. Paule Joseph",a5ff7b49ca8f,['a5ff7b49ca8f']
Cancer Risk from Arsenic in Rice and Seaweed,fd74667b107f,"['48e0078cdb15', '2946f8f86b01', '98ff783db1be', 'b64d9dbe0b9a', '41e3187b6b71', 'fd74667b107f']"
"Testing Berries and Nuts, Two of the Best Brain Foods",fc9a3d02b355,"['d762ba989c2d', 'fc9a3d02b355']"
How the Egg Industry Tried to Bury the TMAO Risk,103d7ee3f329,['103d7ee3f329']
The Best Duct Tape for Wart Removal,cc24d6380d28,"['cc24d6380d28', '9a9d12c748e1', 'c1f87ce82099']"
Treating Prostate Cancer with Green Tea,7e2cc7931f08,"['360761fe4965', '177cc8f552ad', '7e2cc7931f08']"
Improving Attractiveness in Six Weeks,3d39cb27c10a,['3d39cb27c10a']
What to Eat to Help with Seasonal Allergies (Hay Fever),5aa33def9aec,['5aa33def9aec']
Butter Is Back?,ed8bfcb94e53,"['2322f21f330e', 'ed8bfcb94e53']"
Final Fasting Webinar and New DVD,27b8851f46aa,['27b8851f46aa']
Updated Vitamin B12 Recommendations Infographic,c2593f82c6b0,['c2593f82c6b0']
Dark Chocolate Put to the Test for Peripheral Artery Disease,c7d8e83101be,['c7d8e83101be']
The Public Health Concerns of Weed Legalization,d1e2175eb044,['d1e2175eb044']
What Is the Best Food for Gingivitis and Periodontal Disease?,8f1a00fe9f20,"['8f1a00fe9f20', 'f24a7ff8e704']"
Toxin Contamination of Spirulina Supplements,d2d9cb9bf3fe,['d2d9cb9bf3fe']
Why Smoothies Are Better Than Juicing,4f28cef25f32,['4f28cef25f32']
Does Smoking Really Protect Against Parkinson’s Disease?,af871315576e,['af871315576e']
Cholesterol Lowering in a Nut Shell,1fec9057cd94,['1fec9057cd94']
How to Treat Prediabetes with Diet,e2543e69b7eb,['e2543e69b7eb']
Caloric Restriction vs. Plant-Based Diets,7b2ca5269848,['7b2ca5269848']
The Best Way to Wash Fruit and Vegetables,0caf3222c59c,['0caf3222c59c']
What Do Meat Purge and Cola Have in Common?,b3029c8fafa3,['b3029c8fafa3']
Certified Organic Meat Put to the Test,cd9c6d6d5615,['cd9c6d6d5615']
The Ice Diet,bbd0cb059882,['bbd0cb059882']
Last Day to Register for Next Webinar,13b67fddd6d8,['13b67fddd6d8']
Does Rye Bread Protect Against Cancer?,7f42aef1fe6d,['7f42aef1fe6d']
Oil Pulling for Cancer?,ca97e12587af,['ca97e12587af']
How to Increase Gut Bacterial Richness,5301e32ddfb9,['5301e32ddfb9']
Can Oatmeal Reverse Heart Disease?,2c868a993d38,['2c868a993d38']
Dishonest Doctors,20be01081463,['20be01081463']
The Science on Açaí Berries,b66e5b70da55,['b66e5b70da55']
Dr. Greger Addresses Gluten in New DVD,f13a07ab424a,['f13a07ab424a']
Turmeric Curcumin Put to the Test for Inflammatory Bowel Disease,20c9eac074b2,['20c9eac074b2']
"Cantaloupe and Listeria: An Estimated 85% of Cases Are from Deli Meats, Not Melons",cb437aed7cca,['cb437aed7cca']
Help Me Fill the Carrot: Support Our 2020 Fundraiser,96ba4ae3f772,['96ba4ae3f772']
What to Feed Your Gut Bacteria,0bc642df4456,['0bc642df4456']
Treating Psoriasis with Aloe Vera,270dd553951c,['270dd553951c']
The Neurotoxin in Star Fruit,9cbdc8e396a6,['9cbdc8e396a6']
How to Design Saturated Fat Studies to Hide the Truth,1e5aafad7558,['1e5aafad7558']
"New DVD Covers Splenda, Lupus, CoQ10, & Reversing Diabetes",44a184fcf8ec,['44a184fcf8ec']
Were We Wrong About Fiber?,5e198ad74877,['5e198ad74877']
How Contaminated Are Our Children?,fe64592f316d,['fe64592f316d']
Takeaways from My Webinar on COVID-19,4d99f3afb49d,['4d99f3afb49d']
Magnesium-Rich Foods to Prevent Sudden Death,c1fae3ceaffd,['c1fae3ceaffd']
Big Sugar Flexes Its Muscles,bddd072de10e,['bddd072de10e']
Free Meal Plan with Dr. Greger-Approved Recipes,52e96b330e35,['52e96b330e35']
Foods to Eat to Help Prevent Diabetes,8bdc7dd05526,"['be185624bb2d', '8bdc7dd05526']"
When a Scraped Knee May Once Again Kill,35480300c784,['35480300c784']
Flavonoid Benefits from Apple Peels,eafcfb739183,['eafcfb739183']
Eating Green to Prevent Cancer,c23de424d01a,"['c23de424d01a', '0062f53fc7e8']"
What a Single Fatty Meal Can Do to Our Arteries,024b14ab0de8,['024b14ab0de8']
"Dining by Traffic Light: Green Is for Go, Red Is for Stop",9ff6dc8f43f6,['9ff6dc8f43f6']
Is Coconut Oil Bad for You?,daf14f128128,['daf14f128128']
Contaminants Found in 90% of Herbal Supplements Tested,aee3fd12bc31,['aee3fd12bc31']
Why I Include Lentils in my BROL Recipe,b38fc1e06ae3,['b38fc1e06ae3']
¡NutritionFacts.org en Español!,a6e1b2e349ab,['a6e1b2e349ab']
Why Some Dairy Products Are More Closely Linked to Parkinson’s Disease,62a04311826e,"['ad6d9e9f718c', '62a04311826e']"
Fewer Than One in Ten Informed About Most Serious Downside of Mammograms,ceeb12a53bdb,"['ceeb12a53bdb', '7ede9f3055bb', 'ca2998c3beab']"
Uncovering the Early Silent Stages of Alzheimer’s Disease,772b80599670,['772b80599670']
Testing the Keto Diet Theory,25f28e513bf8,['25f28e513bf8']
Do You Have to Combine Plant Proteins at a Meal?,410223eb4355,['410223eb4355']
Can Vitamin C Supplements Help with Lead Poisoning?,57ac5edbd78f,['57ac5edbd78f']
Exploring Indian Cuisine with Sheil Shukla,a32bb367f4e1,['a32bb367f4e1']
The Dairy Industry’s Misleading Study Designs,64e86ee6a79b,['64e86ee6a79b']
How Not to Die Hits New York Times Best Seller List!,b19d9120eb90,['b19d9120eb90']
Exercise as a Treatment for Depression,fb6b7424eac1,['fb6b7424eac1']
Three Brands of Nutritional Yeast Contain Detectable Lead Levels But the Risk is Minimal,29ea005bf029,['29ea005bf029']
